Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2018,2500,0,1,1,18.06,2523,63,7,8.25
2018,41661,0,0,1,12.7,2179,187.7,5,44.83
2011,64000,0,0,1,16.07,1995,181,5,10.5
2008,80000,1,1,0,13.2,1495,94,5,1.9
2016,30000,1,0,0,23.1,998,67.04,5,4.25
2014,43000,0,0,0,16.36,2179,187.7,5,26.5
2013,90000,0,0,0,12.4,2698,179.5,5,22.5
2011,123880,0,1,1,23.08,1461,63.1,5,3.3
2015,42000,1,1,0,18,1198,86.7,5,4.3
2012,79824,0,1,1,19.87,1461,83.8,5,5.25
2015,75000,0,1,1,12.99,2494,100.6,8,11.75
2014,72411,1,1,1,18,1198,86.7,5,4.25
2012,63000,0,0,1,14.94,2143,204,5,14.22
2015,53713,1,1,1,17.71,1197,78.9,5,4.2
2017,18000,0,0,1,11.36,2755,171.5,8,18.25
2013,51000,0,1,1,15.8,2148,170,5,18.5
2008,86700,1,1,0,16.1,1298,88.2,5,2.4
2016,29000,0,1,1,27.39,1248,74,5,6.5
2014,56000,1,1,1,13.45,1086,62.1,5,3.2
2015,33000,1,0,1,23.1,998,67.04,5,3.99
2014,64394,0,1,1,22.7,1498,89.84,5,5.45
2010,76000,0,1,1,18.8,1248,90,5,2.7
2016,48719,0,1,1,27.3,1498,98.6,5,6.25
2016,59711,0,1,1,15.1,2179,140,7,13.28
2012,83000,0,1,1,23.08,1461,63.1,5,3.7
2018,10714,0,0,1,19.27,2143,167.62,5,39.51
2010,127510,0,1,0,19,1248,90,5,1.4
2014,35010,0,1,1,22.9,1248,74,5,3.5
2012,75451,1,1,1,17.5,1197,85.8,5,3.78
2015,83000,0,1,1,19.09,1405,69.01,5,2.7
2013,38755,0,1,1,25.8,1498,98.6,5,3.2
2016,30000,1,1,1,20.4,1197,81.8,5,5
2012,40000,0,1,1,20.77,1248,88.8,7,7
2014,19500,1,1,0,18.9,1197,82,5,2.85
2016,41000,1,1,1,19.69,1198,67.04,5,4.25
2014,30000,1,1,0,18.9,1197,82,5,4.9
2017,37000,0,1,1,17.1,1956,170,5,16.9
2014,62000,0,1,0,22.07,1199,73.9,5,4.25
2015,42023,1,0,1,15.5,1198,86.7,5,4.34
2012,51001,0,0,1,16.09,1995,184,5,17
2017,55389,0,0,1,18.88,1995,184,5,28.45
2014,46728,1,0,1,15.6,1497,116.3,5,6.15
2014,58995,0,1,1,12.83,2696,162,7,9.25
2015,37857,0,1,1,26.59,1248,74,5,4.85
2014,71000,0,1,1,25.2,1248,74,5,4.8
2012,49024,1,1,1,18.4,1198,86.8,5,2.3
2016,10770,1,1,1,18.9,1197,82,5,4.75
2017,72000,0,1,1,22.95,1248,74,5,5
2015,91000,1,1,1,21.1,814,55.2,5,2.5
2017,14000,1,1,1,18.6,1197,81.83,5,5.95
2014,48000,0,0,0,9,1984,181,5,16
2014,75136,0,1,1,22.7,1498,89.84,5,6.15
2014,32500,1,1,0,21.1,1197,85.8,5,4.05
2010,94500,0,1,0,21.9,1396,90,5,3.1
2013,34900,1,1,1,22,1197,81.8,5,5.49
2010,42400,1,0,0,8,4806,394.3,4,42.91
2015,50000,0,1,1,17.8,1248,75,5,5.7
2014,35000,1,1,1,19.4,1198,86.8,5,2.85
2012,37000,1,1,0,18.6,1199,79.4,5,2.35
2018,32807,1,0,1,13,1591,121.3,5,14.76
2008,119000,1,1,0,17.7,1497,78,5,2.25
2016,12000,1,1,1,18.5,1197,85.8,5,3.65
2016,46727,0,1,1,22.77,1498,98.59,5,7.25
2010,73336,0,0,1,13.2,1995,170,5,10.69
2014,9000,1,1,0,17.01,1591,121.3,5,5.5
2005,240000,0,1,0,12.8,2494,102,8,5.1
2014,25422,1,1,1,22.5,998,67.04,5,3.25
2018,14000,0,1,1,25.47,1248,88.5,7,9.25
2008,66000,1,1,1,19.7,796,46.3,5,1.7
2010,55324,1,1,1,19,998,66.1,5,2.87
2009,90000,0,0,1,11,2993,235,5,17.75
2017,43000,1,1,1,18.15,1198,82,5,4.5
2008,58483,1,0,0,19.2,1197,80,5,2.95
2007,93000,1,0,0,12.9,1799,130,5,2.6
2010,50000,1,1,1,20.36,1197,78.9,5,3
2014,78616,0,0,0,14.84,2143,170,5,15.5
2011,37000,1,1,1,17.6,1496,88.73,5,2.8
2010,54801,1,1,1,17,1497,118,5,2.5
2014,29000,0,1,1,23.4,1248,74,5,5.75
2010,68000,1,1,1,22,1197,81.8,5,2.8
2014,58000,1,1,1,17.01,1591,121.3,5,4.59
2012,64290,0,1,1,23.2,1248,73.94,5,3.65
2015,31000,0,1,1,13,2982,168.5,7,19.85
2018,16039,0,1,1,17.1,1956,170,5,18.5
2017,19860,1,1,1,18.6,1197,81.83,5,6.95
2014,48500,1,1,0,26.6,998,58.16,5,2.85
2012,75391,0,1,1,13.93,2179,138,7,3.75
2008,78000,0,1,0,19.3,1248,73.9,5,2.3
2016,78000,0,1,1,25,1396,69.01,5,2.3
2016,52000,0,1,1,28.4,1248,74,5,5.95
2016,30000,1,0,1,23.1,998,67.04,5,3.49
2016,19254,0,0,1,14.69,2993,258,5,47.7
2015,29651,1,1,1,16.47,1198,74,5,6.43
2011,80000,0,1,1,13.93,2179,138.03,7,4.5
2018,2971,1,0,1,13.6,1598,181,4,39.75
2015,21400,1,1,1,15.6,1196,70,5,4
2015,77000,0,1,1,26,1498,98.6,5,6.98
2006,80000,0,1,0,12.6,1991,112,7,1.75
2013,81755,0,1,1,20,1968,108.5,5,4.75
2016,99593,0,1,1,11.5,2982,171,7,23.5
2014,39791,0,1,1,22.32,1582,126.32,5,7.49
2015,113000,0,1,1,15.1,2179,140,7,10.85
2017,24000,1,1,1,25.17,799,53.3,5,3.5
2015,39000,1,1,0,18.6,1197,81.83,5,6.3
2012,37000,1,0,1,15.6,1497,116.3,5,6.75
2017,61108,0,0,1,10.91,3198,197,7,28.88
2016,61648,1,0,1,13.7,1798,157.75,5,14.23
2012,37000,0,0,0,22.69,1995,190,5,15
2013,53000,1,1,1,22.8,1373,80.9,7,5.8
2013,65000,0,1,1,23.2,1248,73.94,5,3.75
2011,148009,0,1,0,11.5,2982,171,7,12.75
2009,53001,1,1,1,16.1,1298,88.2,5,1.95
2018,22345,1,1,1,20.3,1199,84,5,4.95
2015,50000,1,0,1,18,1497,117.3,5,8.25
2013,48183,0,0,1,13.2,1995,170,5,20.99
2010,93000,0,0,0,14.21,2143,203,5,17.5
2015,53500,0,1,1,28.4,1248,74,5,5.36
2014,17585,1,1,1,16.02,1373,93.7,7,6.35
2011,36226,1,1,1,17.01,1591,121.3,5,2.95
2019,25899,0,0,1,12.63,2179,147.5,5,55.7
2009,60170,1,1,1,0,1086,62,5,1.15
2017,11200,0,0,1,19.27,2143,167.62,5,37.5
2017,49045,1,1,1,20.36,1197,78.9,5,4.07
2012,45000,0,1,1,22.07,1199,73.9,5,2.99
2017,40000,0,1,1,24.3,1248,88.5,5,7.9
2016,36600,0,1,1,19.87,1461,83.8,5,7.49
2009,117000,0,1,1,18,1248,75,5,1.1
2016,16000,0,0,1,11.3,2987,254.8,7,56
2016,50000,0,1,1,25.4,1186,73.97,5,3.5
2008,150000,0,1,1,18.1,1493,110,5,3
2014,11000,1,1,1,17.01,1591,121.3,5,6.1
2010,102016,1,1,1,15.6,1196,70,5,2.25
2016,38000,0,1,1,25.2,1248,74,5,5.95
2013,71491,0,1,1,23.08,1461,63.12,5,4.95
2015,46354,1,1,0,16.47,1198,74,5,5.49
2019,87000,0,0,1,22.69,1995,190,5,6.67
2015,20765,1,1,1,15,1598,103.52,5,6.25
2014,51076,0,0,1,12.07,2967,241.4,7,34.88
2016,84085,0,1,1,26.21,1248,88.5,5,6.9
2014,55000,0,1,1,25.1,1498,98.6,5,5.99
2010,73000,1,0,1,10.93,3498,272,5,10.4
2012,50001,0,0,1,14.57,2967,241.38,5,29
2016,93166,0,1,0,14.02,2179,118.3,7,5.85
2006,99583,1,0,0,12,1493,100,5,2.21
2010,72000,1,1,1,15.5,1586,103.3,5,2.4
2009,70000,1,1,0,14.53,1798,138.1,5,3
2012,61000,1,0,0,14.4,1598,103.6,5,3.75
2015,66510,1,1,1,21.1,814,55.2,5,2.95
2011,84062,0,1,1,20,1968,108.5,5,5.8
2012,80799,0,1,1,22.9,1248,74,5,4.9
2018,5000,1,0,1,14.28,1798,138.03,5,16.95
2013,92000,0,1,1,12.99,2494,100,8,12.5
2017,53000,0,1,1,27.28,1047,69,5,5
2015,39822,1,1,1,15.41,1598,103.52,5,4.68
2016,29000,0,0,1,10.91,3198,197,7,29.8
2017,24214,1,1,0,25.17,799,53.3,5,3.46
2012,75000,0,1,1,23,1396,90,5,4
2012,77216,0,1,0,17.5,1896,106,5,4.5
2013,74290,0,1,1,21.43,1364,87.2,5,5.87
2015,61000,0,1,1,15.4,2179,120,8,9.5
2013,44000,0,0,1,14.16,1968,174.3,5,32.5
2014,74041,0,1,1,18.2,1248,73.8,8,3.88
2013,85846,0,0,1,22.69,1995,190,5,13.08
2012,52000,0,1,1,21.64,1461,84.8,5,3.5
2010,47000,1,1,0,12.8,2354,177.6,5,3.5
2010,72010,0,1,1,16.8,1493,110,5,4.45
2015,15000,1,1,1,16.8,796,34.2,8,2.35
2015,480000,1,1,1,17.4,1497,117.3,5,5
2012,24720,0,0,0,0,2967,241.4,5,28
2007,75000,1,1,0,16.6,1388,68,5,2
2015,57000,0,1,1,22.54,1396,88.73,5,6.35
2015,41057,0,0,1,13,2143,201.1,5,24.63
2012,92000,1,1,0,26.2,998,58.2,5,3
2016,20000,0,1,1,22.77,1498,98.59,5,7.9
2011,52359,1,1,1,18.5,1197,80,5,3.25
2016,17000,1,1,0,17.8,1497,117.3,5,8.25
2011,39002,0,1,1,23.08,1461,63.1,5,2.85
2010,129986,0,1,0,20,1399,68,5,3.2
2013,45000,1,1,1,18.44,1198,75,5,1.75
2009,82002,1,1,0,12.8,2354,177.6,5,5.75
2010,67000,1,0,1,13.7,1798,157.75,5,4.7
2017,21260,1,1,1,14,796,35,5,2.9
2012,55362,0,1,1,21.9,1396,88.8,5,4.25
2017,13000,0,0,1,17.01,1582,126.2,5,14.5
2016,45725,0,1,1,25.2,1248,74,5,5.34
2014,105000,0,1,1,25.2,1248,74,5,3.85
2009,156056,0,1,1,12.8,2494,102,8,8.5
2016,135000,0,1,1,24.4,1120,71,5,4.2
2016,67000,0,1,1,20.77,1248,88.7,7,6.75
2016,90000,0,0,1,10.91,3198,197.2,7,26
2019,32251,0,1,1,22.54,1396,88.73,5,8.61
2009,47000,1,1,1,19,998,67.1,5,1.46
2011,75308,0,1,0,21.1,1248,73.9,5,2.8
2018,44202,1,1,1,32.26,998,58.2,4,4
2014,58000,1,1,1,17,1497,118,5,5.47
2009,60000,1,1,1,17.5,1298,85.8,5,2.45
2014,45000,0,0,1,17.05,1995,184,5,21.5
2010,41195,1,1,1,15,1368,90,5,1.38
2016,89000,0,1,1,16,2179,140,7,13.5
2009,60510,1,0,0,16.95,1197,78.9,5,3.1
2016,8500,1,1,1,21.4,1197,83.1,5,5.49
2017,35981,0,1,1,24.3,1248,88.5,5,9.51
2012,23152,1,1,1,15.6,1196,70.02,5,2.39
2014,74663,1,1,1,33.54,998,67.04,5,3.25
2014,61529,1,0,1,18.19,1197,103.5,5,5.65
2010,91596,0,1,1,14.95,2489,93.7,7,1.85
2019,14298,1,0,1,13.33,2995,340,5,2.02
2013,83327,0,1,1,19.3,1248,73.9,5,5.8
2017,22857,1,1,1,16.2,1199,74,5,6.9
2013,34620,1,1,0,17.01,1591,121.3,5,5.35
2010,56000,1,1,1,19.81,1086,68.05,5,2.85
2014,81000,0,0,1,13,2143,204,5,22.75
1998,95150,1,1,0,17.3,993,60,5,0.45
2013,32776,1,1,1,20.36,1197,78.9,5,4.64
2016,51587,0,1,1,25.8,1498,98.6,5,5.27
2016,36000,0,1,1,14.1,2179,148,7,10
2015,22000,1,1,1,18.5,1198,86.8,5,3.95
2010,30754,1,1,1,17,1197,80,5,3.38
2018,37109,1,1,1,14.69,1390,120.33,5,16.8
2010,45000,1,1,1,16.7,1198,88.8,5,1.99
2017,33284,1,1,1,18.9,1197,82,5,5.84
2016,55115,0,0,1,14.74,2993,270.9,5,36.15
2014,18000,0,0,1,16.36,2179,187.7,5,25.7
2013,130790,0,1,1,16,2179,140,7,9.24
2015,16607,0,1,1,22.7,1598,118,5,7.65
2015,32205,0,0,1,17.11,1968,174.33,5,25.31
2013,67000,0,1,1,19.01,1461,108.45,5,4.75
2014,57676,1,1,1,19.1,1197,85.8,5,6.69
2012,41000,1,1,1,16.47,1198,73.9,5,3.1
2012,65000,1,1,1,19.7,796,35,8,1.55
2019,12153,1,0,1,18.9,1197,81.86,5,6.84
2014,16810,1,1,1,25.4,624,37.5,4,1.6
2017,61221,1,0,1,17.84,1395,147.51,5,21.73
2015,22000,1,1,1,16.47,1198,74,5,4.75
2015,63714,1,1,1,22.74,796,47.3,5,2.45
2019,14857,0,0,1,20.7,1496,113.98,5,31.55
2012,69000,0,0,0,15.2,1968,140.8,5,10.25
2019,14648,0,1,1,12.62,2198,158,7,27.36
2013,100000,1,1,0,15.8,1499,110,5,6.5
2016,22000,1,1,1,18.9,1197,82,5,4.25
2014,10000,1,1,1,18.2,1199,82.4,5,5.5
2015,107000,1,1,1,20.85,1197,83.14,5,4
2017,48198,1,1,1,17.57,1193,88.7,5,4.65
2015,15000,0,0,1,19.27,2143,170,5,28.5
2014,80073,0,1,1,17.3,1998,163.7,5,7.11
2013,85388,0,1,1,21.1,1248,73.9,5,3.9
2017,14700,1,1,1,18.9,1197,81.86,5,5.6
2012,150000,0,1,0,28.4,1248,73.75,5,2.25
2011,34994,0,1,1,22.32,1582,126.32,5,3.9
2014,82536,0,0,1,14.74,2993,270.9,5,28.63
2013,82000,1,0,1,13.7,1798,157.75,5,7.25
2006,52000,1,1,0,18.9,998,67.1,5,2
2011,20000,1,1,1,16.47,1198,73.9,5,3.5
2011,55000,1,1,1,14.8,1799,130.2,5,5
2015,47001,1,1,1,20,1196,63,5,3.72
2014,52000,1,1,1,22.5,998,67.04,5,3.45
2013,43284,0,1,1,23.4,1248,74,5,4.5
2018,23875,1,0,1,13,1591,121.3,5,14.36
2016,51866,1,1,1,18.9,1197,82,5,5.5
2013,69000,0,1,1,23.08,1461,63.1,5,3
2017,62788,1,1,1,18.9,1197,81.86,5,6.08
2013,150000,0,1,1,20.54,1598,103.6,5,5
2015,47566,0,0,1,12.55,2982,168.5,7,20.25
2018,20300,0,0,1,11.36,2755,171.5,7,18
2015,48300,0,0,1,20,2143,107.3,5,17.5
2013,30000,1,1,1,21.1,814,55.2,5,2.1
2012,36000,0,1,0,22.7,1582,126.24,5,7.5
2015,27641,0,0,0,20.7,1496,113.98,4,24.77
2015,60000,0,1,1,19.64,1461,108.45,5,8.65
2019,9000,0,0,1,10.91,3198,197,7,35.5
2014,60750,1,1,1,14.28,1798,138.03,5,10.5
2018,9000,0,1,1,14,2179,155,7,13
2012,41100,0,0,1,16.77,2993,261.49,5,26.5
2004,60000,1,1,0,17.3,1061,64,5,1.4
2017,38424,1,1,1,17.8,1497,117.3,5,7.51
2014,50000,0,1,1,22.9,1248,74,5,4.3
2015,19000,1,0,1,18,1497,117.3,5,8.95
2015,58734,0,1,1,20.77,1248,88.76,7,6.91
2016,65257,0,1,1,19.01,1461,108.45,5,9.75
2010,130000,0,1,0,19.3,1248,73.9,5,4
2011,79000,0,1,1,23.2,1248,73.94,5,3.65
2013,78000,0,1,1,15.1,2179,140,7,10.75
2015,49133,1,1,1,19.4,1198,86.8,5,4.51
2016,22769,0,0,1,0,2987,165,5,49.22
2014,54448,0,1,1,21.02,1248,88.8,5,3.7
2014,158793,0,1,1,12.8,2494,102,7,12.99
2015,62088,1,1,1,18.6,1197,85.8,5,4.15
2012,14800,1,1,1,17.01,1591,121.3,5,4.4
2015,26000,1,1,1,17.3,1497,117.3,7,4.25
2017,32005,1,1,1,18,1198,86.7,5,4.25
2017,35000,1,0,1,18,1497,117.3,5,7.7
2015,52000,0,0,1,12.7,2179,187.7,5,39.75
2017,11000,1,1,1,17.4,1497,117.3,5,8.5
2008,62000,1,0,1,9.5,2997,231.1,5,7
2002,65134,1,1,0,13.8,1299,70,5,0.8
2013,71000,0,1,1,13,2982,168.5,7,15.25
2008,51366,1,1,1,19,998,66.1,5,2.25
2016,46300,0,1,1,14.07,1948,83.1,7,4.85
2012,60908,1,0,0,15.6,1497,116.3,5,6.42
2012,93450,0,1,0,23.19,1461,63.12,5,2.5
2011,104000,0,0,1,19.08,1582,126.32,5,5.75
2003,52000,1,1,1,16.1,796,37,4,0.5
2015,42999,0,1,1,15.1,2179,140,7,11.52
2014,90000,0,1,1,21.5,1248,88.8,5,4.5
2013,72000,1,0,1,15,1396,98.6,5,4.75
2019,54321,0,1,1,19.67,1582,126.2,5,13.54
2015,59630,0,0,1,13,2143,201.1,5,23.41
2013,116000,0,0,0,12.55,2982,168.5,7,19.25
2015,34000,0,0,1,9,1984,181,5,20
2011,70000,0,0,1,14.21,2143,203,5,13
2010,80000,1,1,1,10.2,2354,180,5,3.99
2015,110000,0,1,1,25.8,1498,98.6,5,4.65
2013,56454,0,1,1,28.4,1248,73.75,5,4.65
2013,60000,1,1,1,18.6,1197,85.8,5,3.15
2013,56000,1,0,1,14.53,1798,138.1,5,8.25
2012,63000,0,0,0,11.49,4367,335.3,5,65
2012,63000,0,1,1,22.9,1248,74,5,4.5
2017,15050,0,1,1,16.3,1956,170,5,17.5
2016,29401,1,1,1,20.4,1197,81.8,5,4.31
2016,25238,1,1,1,18.7,1199,88.7,5,6.2
2011,58752,1,1,1,16.47,1198,73.9,5,3.32
2011,62000,1,0,1,12.9,1799,130,5,3.75
2013,132000,1,1,1,16.78,1496,88.73,5,4.7
2016,51000,1,1,1,17.01,1591,121.3,5,6.5
2009,185200,0,1,1,12.8,2494,102,8,7.25
2016,61717,0,1,1,22.7,1598,118,5,8.94
2018,8896,1,1,1,19,1194,94.68,5,7.34
2016,17000,1,1,1,21.4,1197,83.1,5,6.9
2016,31378,1,1,1,18.2,1199,88.7,5,5.9
2013,114000,0,0,1,22.32,1582,126.3,5,6.75
2014,81000,0,1,1,25.8,1498,98.6,5,4.1
2017,31000,0,0,1,18.51,1968,147.51,5,27
2014,35000,1,1,1,15,1598,103.52,5,4.5
2013,60001,0,0,1,17.11,1968,174.33,5,14.5
2014,75074,0,1,1,23.4,1248,74,5,5.25
2012,80000,0,1,0,22.3,1248,74,5,1.2
2006,147350,0,1,0,12.99,2494,100.6,8,4.95
2013,60000,0,1,1,19.64,1461,108.45,5,7.5
2015,7501,1,0,1,10,2996,333,4,48
2015,58000,0,1,1,25.8,1498,98.6,5,4.45
2018,29277,0,0,1,11.57,2987,254.79,5,59.65
2015,57034,0,1,1,23.2,1248,73.94,5,4.38
2016,40810,0,1,1,28.09,1248,88.5,5,7.9
2008,35268,1,1,0,0,1086,62,5,1.88
2018,34630,1,0,1,21.4,1197,83.1,5,7.29
2012,45122,0,1,1,23.5,1498,88.7,5,6
2011,126000,0,1,0,16,2179,140,7,6.7
2009,63000,1,1,1,19.7,796,46.3,5,1.5
2016,32298,0,0,1,20.7,1496,113.98,4,23.8
2014,63288,0,1,1,15.1,2179,140,7,7.77
2012,43337,1,1,1,17.92,1086,62.1,5,3.32
2015,46561,0,1,1,22.9,1248,74,5,4.94
2013,34000,0,0,0,20,2143,107.3,5,11
2016,48000,1,1,1,25.17,799,53.3,5,3.4
2013,56263,0,1,1,22.9,1248,74,5,4.17
2005,84060,1,1,0,17.3,993,60,5,1.25
2016,9000,1,0,1,18.9,1197,82,5,5.45
2012,79000,0,1,1,21.12,1248,88.8,5,2.59
2015,87900,0,1,1,16,2179,140,7,12.01
2010,72425,1,1,0,17.5,1197,85.8,5,2.45
2015,38000,0,0,1,15.73,1968,174.33,5,29
2010,107000,0,0,1,14.84,2143,170,5,11.99
2015,51000,1,0,1,18,1497,117.3,5,7.9
2010,140000,0,1,0,12.8,2494,102,7,6.25
2011,48000,1,1,0,18.6,1199,79.4,5,1.8
2013,62000,1,1,1,26.6,998,58.16,5,2.8
2015,31000,1,1,1,18.7,1199,88.7,5,4.9
2010,75055,1,1,1,18.06,1198,75,5,2.25
2017,51210,1,0,1,19.12,1373,91.1,5,8.89
2012,87000,0,0,1,12.55,2982,168.5,7,15
2018,17000,0,1,1,26.1,1498,99,5,5.65
2014,57000,0,1,1,20.77,1248,88.8,7,7
2016,9370,1,1,1,22.74,796,47.3,5,2.95
2013,53226,1,1,1,19.4,1198,86.8,5,3.3
2010,120000,0,1,0,16.2,1493,110,5,3.5
2007,75055,1,1,1,12.8,1493,100,5,2.3
2017,37247,0,1,1,19.67,1582,126.2,5,13.69
2013,64000,0,1,1,23.59,1364,67.06,5,3.1
2014,12000,1,1,1,13.44,2359,198.25,5,12.75
2017,40158,0,1,1,19.67,1582,126.2,5,13.75
2017,11000,1,1,1,18.7,1199,88.7,5,6.75
2014,70010,0,1,1,20.54,1598,103.6,5,5.25
2015,82000,0,1,1,16,2179,140,7,8.75
2017,57259,0,1,1,18.49,1493,100,7,8.87
2010,84000,1,0,0,11.1,2354,142,5,6.5
2012,168000,0,1,1,20.77,1248,88.76,7,4.5
2012,73670,0,1,1,12.83,2696,162,7,12.5
2014,89540,0,0,1,12.55,2982,168.5,7,16.8
2016,85423,0,1,1,20.77,1248,88.8,7,8.75
2013,48823,0,0,1,19.5,1582,126.24,5,8.5
2011,35082,1,1,1,20.36,1197,78.9,5,2.21
2012,126000,1,1,1,16.8,796,34.2,5,1.6
2016,19000,1,0,1,15.5,1198,86.7,5,6.25
2007,69000,1,0,0,12.9,1799,130,5,2.25
2019,29836,0,0,1,17.9,2143,136,5,25.75
2010,48002,1,1,0,13.14,1798,157.8,5,6.75
2015,52324,0,1,1,28.09,1248,88.5,5,6.25
2013,65000,0,1,1,22.7,1498,89.84,5,5.1
2009,66000,0,0,0,8.7,2987,224.34,5,10.75
2016,75700,0,1,1,24,1120,70,5,5.7
2013,43000,0,1,1,20.5,1598,105,5,5.95
2012,42706,0,1,1,25.44,936,56.3,5,2.4
2013,35000,0,1,1,17.21,1493,100,7,3.49
2011,54348,1,0,1,19.2,1197,80,5,4
2013,84000,0,1,1,23.59,1364,67.04,5,3.85
2010,63298,1,0,1,14.53,1794,138.1,5,3.95
2013,75049,1,1,0,20.36,1197,78.9,5,3
2018,24237,1,1,1,18.16,1196,86.8,5,6.7
2016,22767,1,1,1,18.5,1197,85.8,5,6.14
2012,58000,1,0,0,15,1396,98.6,5,4.4
2017,57000,0,1,1,26.59,1248,74,5,4.25
2010,50161,1,0,1,8.77,4395,402,5,25.93
2016,45000,0,1,1,22.7,1598,118,5,7
2017,68319,0,0,1,12.55,2982,168.5,7,25.12
2017,30711,1,1,1,20.3,998,68.05,5,4.45
2011,38277,0,1,1,21.9,1396,90,5,2.4
2012,115000,0,1,0,20.54,1598,103.6,5,4.33
2017,46849,1,0,1,18.5,1197,83.14,5,6.93
2014,64000,0,1,1,21.9,1396,90,5,4.25
2010,130923,0,0,1,14.21,2143,203,5,12.5
2015,15000,1,1,1,18.9,1197,82,5,4.9
2014,32720,0,1,1,23,1396,90,5,4.5
2016,12500,1,1,1,25.17,799,53.3,5,3
2015,59800,1,0,1,16.9,1197,82,5,5.8
2011,54211,1,1,1,15.04,1598,103.6,5,3.33
2015,62242,0,0,1,14.39,1998,163.7,5,6.62
2015,54000,0,1,0,19.01,1461,108.5,5,5.75
2012,65000,0,1,1,22.32,1582,126.32,5,6.2
2015,55000,1,0,1,23.1,998,67.04,5,3.5
2010,71000,1,1,1,18.9,998,67.1,5,2
2012,70000,0,1,1,21.9,1396,88.8,5,4
2011,53000,1,0,1,12.3,1781,163.2,5,9.5
2013,43000,0,0,1,17.05,1995,184,5,17.5
2015,54000,1,0,1,14.3,1598,103.52,5,6.11
2014,51000,1,1,1,20.36,1197,78.9,5,3.75
2007,78000,0,1,0,10.5,2835,107.2,6,6.2
2014,25000,0,1,1,26,1498,98.6,5,6.15
2012,12600,1,1,1,20.92,998,67.1,5,2.4
2009,80000,0,1,0,17.8,1248,75,5,2.15
2016,21000,1,1,1,18.9,1197,82,5,3.75
2011,32000,1,1,0,15.6,1196,70,5,2.15
2015,50000,1,1,1,18.9,1197,81.86,5,4.75
2010,47500,1,1,1,15.5,1586,103.3,5,2.45
2017,7500,1,1,1,17.4,1497,117.3,5,11.15
2016,68163,0,0,1,19.6,1461,108.45,5,8.9
2014,61000,0,1,1,25.8,1498,98.6,5,4.35
2015,100000,0,1,0,12.99,2494,100.6,7,12
2009,61500,0,0,0,16.07,1995,181,5,8.5
2017,42883,1,1,1,19.81,1086,68.05,5,4.27
2012,97000,0,1,0,20.45,1461,83.8,5,4.25
2010,39525,1,0,1,11.3,2360,170,5,9.25
2017,35384,0,1,1,24.3,1248,88.5,5,8.61
2010,46000,0,0,1,11.8,2987,261,7,28
2018,32189,0,1,1,23,1498,98.96,5,9.25
2016,27000,0,0,1,19.08,1582,126.2,5,8.6
2018,22734,1,1,1,16.47,1198,74,5,7.53
2014,58002,0,1,1,19.64,1461,108.45,5,5.75
2012,31500,1,0,1,16.5,1198,86.8,5,4.15
2017,30933,1,1,1,18.16,1196,86.8,5,5.84
2012,27090,0,0,1,18.53,1968,187.74,5,16.5
2015,29500,0,0,1,15.97,2993,258,7,43
2013,45000,1,1,1,20.36,1197,78.9,5,3.55
2018,11691,1,1,1,18.6,1197,81.83,5,8.9
2006,121000,0,1,0,16.4,1896,90,5,2.5
2010,118077,0,1,1,16.2,1493,110,5,3.85
2012,36300,1,0,0,17.1,1591,121.4,5,7.5
2005,90000,1,1,0,15.3,1341,61,5,1.8
2010,78000,0,1,1,20,1399,68,5,2.25
2015,42000,0,0,1,17.68,1968,174.33,5,24.25
2015,27000,1,1,1,16.47,1198,74,5,4.35
2012,22000,0,0,1,17.05,1995,184,5,11.5
2014,49000,1,1,1,17.4,1497,117.3,5,4.75
2012,42600,0,1,1,23,1396,90,5,4.99
2018,12794,1,0,1,19,1199,88.7,5,9.15
2014,88046,1,0,1,10.1,2354,152,5,13.99
2014,8000,0,0,0,20,2143,107.3,5,19.75
2018,82739,0,0,1,16,2179,140,7,16.77
2006,193000,0,1,0,13.6,2523,63,7,2.5
2013,7000,1,0,1,17.97,1498,99.6,5,3.65
2012,60000,0,0,0,12.35,2179,187.74,5,23.5
2017,38000,1,1,1,22.74,796,47.3,5,3.11
2013,56344,1,1,1,17.6,1496,88.73,5,4.57
2014,17858,1,1,1,17,1197,80,5,5.32
2012,53000,1,1,1,20.36,1197,78.9,5,3.2
2016,67906,0,1,1,25.2,1248,74,5,5.63
2015,19000,1,1,1,21.1,814,55.2,5,3
2010,67000,0,0,0,22.69,1995,190,5,9.25
2011,80000,0,1,1,23.57,1396,70,5,1.2
2015,61000,1,1,1,22.74,796,47.3,5,2.15
2010,39000,0,1,1,22.07,1199,73.9,5,3.05
2014,59000,1,0,1,14.28,1798,138.03,5,11.5
2008,80931,1,1,1,17.92,1086,62.1,5,2.3
2016,34000,1,1,1,20.4,1197,81.8,5,4.95
2013,130000,0,1,1,21.64,1461,84.8,5,4.75
2018,52380,0,1,1,24.3,1248,88.5,5,10.15
2011,44000,1,1,1,18.06,1198,75,5,2.65
2015,84000,0,1,1,20,1399,68.05,5,3.8
2017,41697,1,0,1,13.1,1997,141.1,5,16.68
2014,163000,0,1,1,19.01,1461,108.5,5,5
2011,42000,1,1,0,17.71,1197,78.9,5,3.75
2013,129000,0,1,0,21.27,1396,88.76,5,4.11
2015,32200,1,1,0,18.16,1196,86.8,5,4.25
